transaction_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,profit_margin,discount_amount,shipping_time_days
2830,CA-2020-124149,2020-04-23,2020-04-26,First Class,MJ-17740,Max Jones,Consumer,Lancaster,Ohio,43130.0,East,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92,5,0.2,6.29,0.11,11.18,3
2831,CA-2020-124149,2020-04-23,2020-04-26,First Class,MJ-17740,Max Jones,Consumer,Lancaster,Ohio,43130.0,East,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,78.3,2,0.2,29.36,0.38,15.66,3
2832,CA-2018-148915,2018-11-01,2018-11-05,Standard Class,ND-18370,Natalie DeCherney,Consumer,Portland,Oregon,97206.0,West,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92,5,0.2,-94.33,-0.21,88.78,4
2833,CA-2018-148915,2018-11-01,2018-11-05,Standard Class,ND-18370,Natalie DeCherney,Consumer,Portland,Oregon,97206.0,West,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,155.98,3,0.2,54.59,0.35,31.2,4
2834,CA-2021-134649,2021-01-26,2021-01-31,Second Class,CA-11965,Carol Adams,Corporate,Hoover,Alabama,35244.0,South,OFF-AR-10001547,Office Supplies,Art,Newell 311,15.47,7,0.0,4.18,0.27,0.0,5
2835,CA-2021-134649,2021-01-26,2021-01-31,Second Class,CA-11965,Carol Adams,Corporate,Hoover,Alabama,35244.0,South,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2,0.0,3.44,0.48,0.0,5
2836,CA-2021-110842,2021-11-11,2021-11-16,Standard Class,GA-14725,Guy Armstrong,Consumer,Los Angeles,California,90036.0,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,10.89,1,0.0,2.83,0.26,0.0,5
2837,CA-2021-110842,2021-11-11,2021-11-16,Standard Class,GA-14725,Guy Armstrong,Consumer,Los Angeles,California,90036.0,West,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,19.44,3,0.0,9.33,0.48,0.0,5
2838,CA-2021-110842,2021-11-11,2021-11-16,Standard Class,GA-14725,Guy Armstrong,Consumer,Los Angeles,California,90036.0,West,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,5,0.2,39.52,0.32,24.32,5
2839,CA-2020-147368,2020-06-09,2020-06-12,First Class,TC-21295,Toby Carlisle,Consumer,Tallahassee,Florida,32303.0,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2,0.5,-27.83,-0.04,347.85,3
2840,US-2019-104185,2019-09-03,2019-09-08,Second Class,JB-15400,Jennifer Braxton,Corporate,New York City,New York,10009.0,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,120.33,1,0.0,31.29,0.26,0.0,5
2841,US-2018-125521,2018-03-14,2018-03-19,Standard Class,CK-12325,Christine Kargatis,Home Office,Chesapeake,Virginia,23320.0,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,4,0.0,284.98,0.25,0.0,5
2842,US-2021-135062,2021-08-31,2021-09-04,Second Class,RL-19615,Rob Lucas,Consumer,Fayetteville,North Carolina,28314.0,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,229.54,7,0.2,83.21,0.36,45.91,4
2843,CA-2021-135650,2021-03-23,2021-03-27,Standard Class,AC-10660,Anna Chung,Consumer,Huntsville,Texas,77340.0,Central,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,143.73,2,0.2,-32.34,-0.22,28.75,4
2844,CA-2021-112865,2021-05-18,2021-05-22,Standard Class,BH-11710,Brosina Hoffman,Consumer,Philadelphia,Pennsylvania,19140.0,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,36.05,3,0.2,-0.9,-0.02,7.21,4
2845,US-2020-162852,2020-12-27,2020-12-31,Standard Class,BG-11695,Brooke Gillingham,Corporate,Woodstock,Illinois,60098.0,Central,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",845.49,8,0.3,-12.08,-0.01,253.65,4
2846,CA-2021-138163,2021-11-17,2021-11-20,First Class,XP-21865,Xylona Preis,Consumer,Everett,Massachusetts,2149.0,East,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,50.94,3,0.0,14.26,0.28,0.0,3
2847,CA-2021-152093,2021-09-10,2021-09-15,Standard Class,SN-20560,Skye Norling,Home Office,Chicago,Illinois,60653.0,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.59,3,0.8,-1143.89,-1.5,610.07,5
2848,CA-2021-157854,2021-04-08,2021-04-15,Standard Class,DM-13345,Denise Monton,Corporate,Roswell,Georgia,30076.0,South,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",56.28,6,0.0,15.76,0.28,0.0,7
2849,CA-2021-157854,2021-04-08,2021-04-15,Standard Class,DM-13345,Denise Monton,Corporate,Roswell,Georgia,30076.0,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2690.97,3,0.0,1264.76,0.47,0.0,7
2850,CA-2020-123617,2020-11-28,2020-12-03,Standard Class,AJ-10780,Anthony Jacobs,Corporate,Palm Coast,Florida,32137.0,South,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,7.43,6,0.7,-5.7,-0.77,5.2,5
2851,US-2020-128293,2020-06-02,2020-06-05,First Class,KC-16255,Karen Carlisle,Corporate,Philadelphia,Pennsylvania,19120.0,East,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.78,1,0.2,-12.96,-0.2,12.96,3
2852,CA-2021-107342,2021-12-17,2021-12-22,Standard Class,VF-21715,Vicky Freymann,Home Office,Columbus,Indiana,47201.0,Central,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",28.16,4,0.0,13.24,0.47,0.0,5
2853,CA-2020-136371,2020-03-19,2020-03-21,Second Class,SV-20935,Susan Vittorini,Consumer,Oceanside,New York,11572.0,East,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,1,0.0,6.89,0.46,0.0,2
2854,CA-2020-136371,2020-03-19,2020-03-21,Second Class,SV-20935,Susan Vittorini,Consumer,Oceanside,New York,11572.0,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,4,0.0,6.91,0.34,0.0,2
2855,CA-2021-137344,2021-08-20,2021-08-20,Same Day,EM-13810,Eleni McCrary,Corporate,Franklin,Massachusetts,2038.0,East,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",40.29,3,0.0,10.48,0.26,0.0,0
2856,CA-2021-169810,2021-07-25,2021-07-31,Standard Class,RB-19360,Raymond Buch,Consumer,Sioux Falls,South Dakota,57103.0,Central,OFF-LA-10003663,Office Supplies,Labels,Avery 498,20.23,7,0.0,9.51,0.47,0.0,6
2857,CA-2020-128594,2020-08-26,2020-08-29,First Class,DJ-13510,Don Jones,Corporate,San Diego,California,92037.0,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.14,4,0.2,100.2,0.06,320.63,3
2858,CA-2020-154690,2020-08-15,2020-08-17,Second Class,CC-12370,Christopher Conant,Consumer,Fayetteville,North Carolina,28314.0,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.3,2,0.2,22.53,0.1,45.06,2
2859,CA-2021-138975,2021-05-19,2021-05-23,Standard Class,SC-20380,Shahid Collister,Consumer,Atlanta,Georgia,30318.0,South,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4,0.0,4.07,0.06,0.0,4
2860,CA-2021-138975,2021-05-19,2021-05-23,Standard Class,SC-20380,Shahid Collister,Consumer,Atlanta,Georgia,30318.0,South,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,377.97,3,0.0,98.27,0.26,0.0,4
2861,CA-2021-138975,2021-05-19,2021-05-23,Standard Class,SC-20380,Shahid Collister,Consumer,Atlanta,Georgia,30318.0,South,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.82,9,0.0,374.63,0.23,0.0,4
2862,CA-2021-138975,2021-05-19,2021-05-23,Standard Class,SC-20380,Shahid Collister,Consumer,Atlanta,Georgia,30318.0,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,286.93,7,0.0,140.6,0.49,0.0,4
2863,CA-2021-106537,2021-08-12,2021-08-17,Standard Class,RH-19495,Rick Hansen,Consumer,Orlando,Florida,32839.0,South,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,20.74,4,0.2,7.26,0.35,4.15,5
2864,US-2021-103828,2021-08-13,2021-08-13,Same Day,JK-15370,Jay Kimmel,Consumer,San Francisco,California,94122.0,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0.0,8.49,0.27,0.0,0
2865,US-2021-103828,2021-08-13,2021-08-13,Same Day,JK-15370,Jay Kimmel,Consumer,San Francisco,California,94122.0,West,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,83.79,7,0.0,22.62,0.27,0.0,0
2866,US-2021-103828,2021-08-13,2021-08-13,Same Day,JK-15370,Jay Kimmel,Consumer,San Francisco,California,94122.0,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,0.0,15.48,0.26,0.0,0
2867,US-2021-103828,2021-08-13,2021-08-13,Same Day,JK-15370,Jay Kimmel,Consumer,San Francisco,California,94122.0,West,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,31.92,4,0.0,9.26,0.29,0.0,0
2868,CA-2020-115588,2020-11-10,2020-11-12,Second Class,AF-10885,Art Foster,Consumer,Toledo,Ohio,43615.0,East,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,14.72,5,0.2,-3.31,-0.22,2.94,2
2869,CA-2020-115588,2020-11-10,2020-11-12,Second Class,AF-10885,Art Foster,Consumer,Toledo,Ohio,43615.0,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.98,3,0.2,-2.44,-0.06,7.8,2
2870,CA-2021-143861,2021-06-12,2021-06-19,Standard Class,LC-16885,Lena Creighton,Consumer,Saint Petersburg,Florida,33710.0,South,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,17.09,2,0.2,1.07,0.06,3.42,7
2871,CA-2018-148040,2018-03-22,2018-03-26,Standard Class,BF-11275,Beth Fritzler,Corporate,Tucson,Arizona,85705.0,West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,74.35,3,0.2,23.24,0.31,14.87,4
2872,CA-2018-148040,2018-03-22,2018-03-26,Standard Class,BF-11275,Beth Fritzler,Corporate,Tucson,Arizona,85705.0,West,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.35,3,0.2,-35.36,-0.11,62.87,4
2873,CA-2021-135167,2021-06-15,2021-06-20,Standard Class,SC-20800,Stuart Calhoun,Consumer,Los Angeles,California,90036.0,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,1,0.0,1.75,0.41,0.0,5
2874,CA-2021-137022,2021-11-16,2021-11-22,Standard Class,SW-20275,Scott Williamson,Consumer,San Diego,California,92105.0,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,811.28,8,0.0,24.34,0.03,0.0,6
2875,US-2021-102638,2021-12-29,2021-12-31,First Class,MC-17845,Michael Chen,Consumer,New York City,New York,10035.0,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,6.03,3,0.0,2.95,0.49,0.0,2
2876,US-2020-167339,2020-01-21,2020-01-23,Second Class,TD-20995,Tamara Dahlen,Consumer,San Diego,California,92037.0,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,153.57,2,0.2,-5.76,-0.04,30.71,2
2877,US-2020-167339,2020-01-21,2020-01-23,Second Class,TD-20995,Tamara Dahlen,Consumer,San Diego,California,92037.0,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,1013.49,7,0.2,76.01,0.07,202.7,2
2878,CA-2020-152072,2020-01-15,2020-01-19,Standard Class,Dp-13240,Dean percer,Home Office,Westfield,New Jersey,7090.0,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,52.34,2,0.0,24.6,0.47,0.0,4
2879,CA-2020-152072,2020-01-15,2020-01-19,Standard Class,Dp-13240,Dean percer,Home Office,Westfield,New Jersey,7090.0,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,4.66,2,0.0,1.35,0.29,0.0,4
2880,CA-2020-152072,2020-01-15,2020-01-19,Standard Class,Dp-13240,Dean percer,Home Office,Westfield,New Jersey,7090.0,East,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,254.97,3,0.0,91.79,0.36,0.0,4
2881,CA-2020-102932,2020-09-19,2020-09-23,Second Class,SD-20485,Shirley Daniels,Home Office,Orange,New Jersey,7050.0,East,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,25.44,6,0.0,12.72,0.5,0.0,4
2882,CA-2020-102932,2020-09-19,2020-09-23,Second Class,SD-20485,Shirley Daniels,Home Office,Orange,New Jersey,7050.0,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0.0,8.1,0.29,0.0,4
2883,CA-2018-165540,2018-02-21,2018-02-25,Standard Class,TM-21010,Tamara Manning,Consumer,Woodstock,Illinois,60098.0,Central,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,8.85,5,0.8,-13.72,-1.55,7.08,4
2884,CA-2020-130799,2020-11-11,2020-11-16,Second Class,BK-11260,Berenike Kampe,Consumer,San Francisco,California,94110.0,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,4,0.0,2.23,0.32,0.0,5
2885,CA-2020-164483,2020-01-30,2020-02-03,Standard Class,JF-15490,Jeremy Farry,Consumer,San Francisco,California,94122.0,West,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.46,2,0.2,5.89,0.34,3.49,4
2886,US-2020-159856,2020-10-18,2020-10-22,Standard Class,EP-13915,Emily Phan,Consumer,Tempe,Arizona,85281.0,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,307.92,5,0.2,-34.64,-0.11,61.58,4
2887,CA-2021-102099,2021-12-18,2021-12-19,First Class,EP-13915,Emily Phan,Consumer,Los Angeles,California,90008.0,West,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,3,0.0,1.79,0.27,0.0,1
2888,CA-2021-102099,2021-12-18,2021-12-19,First Class,EP-13915,Emily Phan,Consumer,Los Angeles,California,90008.0,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,12.96,2,0.0,6.22,0.48,0.0,1
2889,CA-2021-102099,2021-12-18,2021-12-19,First Class,EP-13915,Emily Phan,Consumer,Los Angeles,California,90008.0,West,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,32.4,5,0.0,15.55,0.48,0.0,1
2890,CA-2021-164049,2021-11-02,2021-11-06,Standard Class,KH-16630,Ken Heidel,Corporate,Seattle,Washington,98105.0,West,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",23.85,5,0.0,10.73,0.45,0.0,4
2891,CA-2018-142727,2018-04-29,2018-05-01,Second Class,HG-14845,Harry Greene,Consumer,Lake Charles,Louisiana,70601.0,South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",51.96,2,0.0,12.99,0.25,0.0,2
2892,CA-2018-142727,2018-04-29,2018-05-01,Second Class,HG-14845,Harry Greene,Consumer,Lake Charles,Louisiana,70601.0,South,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17.94,3,0.0,8.61,0.48,0.0,2
2893,CA-2021-139913,2021-10-23,2021-10-29,Standard Class,JC-16105,Julie Creighton,Corporate,Rochester,New York,14609.0,East,OFF-PA-10003739,Office Supplies,Paper,Xerox 1969,11.56,2,0.0,5.66,0.49,0.0,6
2894,CA-2021-139913,2021-10-23,2021-10-29,Standard Class,JC-16105,Julie Creighton,Corporate,Rochester,New York,14609.0,East,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),26.4,5,0.0,11.88,0.45,0.0,6
2895,CA-2021-139913,2021-10-23,2021-10-29,Standard Class,JC-16105,Julie Creighton,Corporate,Rochester,New York,14609.0,East,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",69.08,11,0.0,29.01,0.42,0.0,6
2896,CA-2021-139913,2021-10-23,2021-10-29,Standard Class,JC-16105,Julie Creighton,Corporate,Rochester,New York,14609.0,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,35.88,3,0.0,10.05,0.28,0.0,6
2897,CA-2018-169033,2018-03-30,2018-04-03,Standard Class,KM-16720,Kunst Miller,Consumer,Long Beach,New York,11561.0,East,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,49.65,5,0.0,20.85,0.42,0.0,4
2898,US-2020-164630,2020-01-04,2020-01-09,Standard Class,EB-13975,Erica Bern,Corporate,Charlotte,North Carolina,28205.0,South,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,959.97,4,0.2,120.0,0.12,191.99,5
2899,US-2019-114839,2019-04-26,2019-04-30,Standard Class,PW-19240,Pierre Wener,Consumer,Houston,Texas,77036.0,Central,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.42,2,0.3,-5.83,-0.01,122.53,4
2900,CA-2019-166464,2019-09-12,2019-09-17,Standard Class,PG-18895,Paul Gonzalez,Consumer,New York City,New York,10035.0,East,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.98,2,0.2,60.0,0.13,96.0,5
2901,CA-2019-166464,2019-09-12,2019-09-17,Standard Class,PG-18895,Paul Gonzalez,Consumer,New York City,New York,10035.0,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,12.6,4,0.0,6.05,0.48,0.0,5
2902,CA-2021-124898,2021-09-11,2021-09-15,Standard Class,DB-12910,Daniel Byrd,Home Office,Columbus,Georgia,31907.0,South,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,184.66,7,0.0,84.94,0.46,0.0,4
2903,CA-2020-164035,2020-06-12,2020-06-17,Standard Class,CR-12730,Craig Reiter,Consumer,Chicago,Illinois,60610.0,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,23.12,5,0.2,8.38,0.36,4.62,5
2904,CA-2020-153577,2020-06-27,2020-07-01,Standard Class,KH-16330,Katharine Harms,Corporate,Highland Park,Illinois,60035.0,Central,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",37.46,7,0.2,12.18,0.33,7.49,4
2905,CA-2020-153577,2020-06-27,2020-07-01,Standard Class,KH-16330,Katharine Harms,Corporate,Highland Park,Illinois,60035.0,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,539.66,3,0.3,-7.71,-0.01,161.9,4
2906,CA-2018-127586,2018-09-26,2018-09-30,Standard Class,CS-12400,Christopher Schild,Home Office,Seattle,Washington,98115.0,West,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",310.12,2,0.0,80.63,0.26,0.0,4
2907,CA-2021-121615,2021-11-03,2021-11-09,Standard Class,DL-12925,Daniel Lacy,Consumer,Eagan,Minnesota,55122.0,Central,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,8.56,2,0.0,3.85,0.45,0.0,6
2908,CA-2021-121615,2021-11-03,2021-11-09,Standard Class,DL-12925,Daniel Lacy,Consumer,Eagan,Minnesota,55122.0,Central,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,52.4,5,0.0,14.15,0.27,0.0,6
2909,CA-2021-121615,2021-11-03,2021-11-09,Standard Class,DL-12925,Daniel Lacy,Consumer,Eagan,Minnesota,55122.0,Central,OFF-LA-10001771,Office Supplies,Labels,Avery 513,14.94,3,0.0,6.87,0.46,0.0,6
2910,CA-2021-166415,2021-02-19,2021-02-23,Standard Class,ME-17725,Max Engle,Consumer,Seattle,Washington,98103.0,West,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,11.22,3,0.0,0.22,0.02,0.0,4
2911,CA-2019-118444,2019-11-05,2019-11-09,Standard Class,VD-21670,Valerie Dominguez,Consumer,Coral Springs,Florida,33065.0,South,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",387.14,4,0.2,24.2,0.06,77.43,4
2912,CA-2018-113929,2018-06-16,2018-06-21,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Hempstead,New York,11550.0,East,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,41.4,5,0.0,19.46,0.47,0.0,5
2913,CA-2018-113929,2018-06-16,2018-06-21,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Hempstead,New York,11550.0,East,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,35.0,4,0.0,10.5,0.3,0.0,5
2914,CA-2018-113929,2018-06-16,2018-06-21,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Hempstead,New York,11550.0,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,39.55,3,0.2,14.34,0.36,7.91,5
2915,CA-2019-134747,2019-10-12,2019-10-17,Second Class,DL-12925,Daniel Lacy,Consumer,Noblesville,Indiana,46060.0,Central,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,135.72,3,0.0,35.29,0.26,0.0,5
2916,CA-2019-134747,2019-10-12,2019-10-17,Second Class,DL-12925,Daniel Lacy,Consumer,Noblesville,Indiana,46060.0,Central,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,12.56,2,0.0,5.65,0.45,0.0,5
2917,CA-2019-134747,2019-10-12,2019-10-17,Second Class,DL-12925,Daniel Lacy,Consumer,Noblesville,Indiana,46060.0,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,263.96,4,0.0,71.27,0.27,0.0,5
2918,CA-2021-155047,2021-08-27,2021-08-30,First Class,SE-20110,Sanjit Engle,Consumer,Dallas,Texas,75220.0,Central,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",5.95,1,0.2,0.37,0.06,1.19,3
2919,CA-2020-160129,2020-11-23,2020-11-23,Same Day,LS-17200,Luke Schmidt,Corporate,Philadelphia,Pennsylvania,19140.0,East,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,15.8,5,0.2,2.37,0.15,3.16,0
2920,CA-2020-160129,2020-11-23,2020-11-23,Same Day,LS-17200,Luke Schmidt,Corporate,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.37,2,0.2,3.95,0.27,2.87,0
2921,CA-2020-160129,2020-11-23,2020-11-23,Same Day,LS-17200,Luke Schmidt,Corporate,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",70.45,7,0.2,12.33,0.17,14.09,0
2922,CA-2021-164329,2021-01-30,2021-01-30,Same Day,MM-17920,Michael Moore,Consumer,San Francisco,California,94109.0,West,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3,2,0.0,6.46,0.05,0.0,0
2923,US-2019-141453,2019-11-30,2019-12-03,Second Class,DB-13270,Deborah Brumfield,Home Office,Austin,Texas,78745.0,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,3.88,3,0.8,-5.82,-1.5,3.1,3
2924,CA-2018-156993,2018-06-28,2018-07-04,Standard Class,RW-19630,Rob Williams,Corporate,Detroit,Michigan,48234.0,Central,OFF-FA-10002780,Office Supplies,Fasteners,Staples,6.08,1,0.0,3.04,0.5,0.0,6
2925,CA-2018-157721,2018-09-02,2018-09-05,First Class,JM-16195,Justin MacKendrick,Consumer,Watertown,New York,13601.0,East,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.9,1,0.0,8.96,0.45,0.0,3
2926,CA-2018-157721,2018-09-02,2018-09-05,First Class,JM-16195,Justin MacKendrick,Consumer,Watertown,New York,13601.0,East,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,1,0.0,4.95,0.07,0.0,3
2927,CA-2021-128629,2021-07-10,2021-07-14,Second Class,BP-11155,Becky Pak,Consumer,Columbus,Georgia,31907.0,South,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",18.84,3,0.0,7.91,0.42,0.0,4
2928,CA-2021-158106,2021-06-04,2021-06-10,Standard Class,CT-11995,Carol Triggs,Consumer,Apple Valley,Minnesota,55124.0,Central,OFF-AR-10002255,Office Supplies,Art,Newell 346,8.64,3,0.0,2.51,0.29,0.0,6
2929,US-2021-120390,2021-10-19,2021-10-26,Standard Class,TH-21550,Tracy Hopkins,Home Office,Burlington,North Carolina,27217.0,South,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1633.19,4,0.7,-1306.55,-0.8,1143.23,7
2930,CA-2021-143434,2021-11-18,2021-11-24,Standard Class,ME-17320,Maria Etezadi,Home Office,Saginaw,Michigan,48601.0,Central,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4,0.0,8.3,0.42,0.0,6
2931,CA-2019-168564,2019-08-08,2019-08-08,Same Day,TT-21220,Thomas Thornton,Consumer,San Francisco,California,94109.0,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",6.61,2,0.2,2.23,0.34,1.32,0
2932,CA-2019-168564,2019-08-08,2019-08-08,Same Day,TT-21220,Thomas Thornton,Consumer,San Francisco,California,94109.0,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,7.28,2,0.2,2.73,0.38,1.46,0
2933,CA-2019-168564,2019-08-08,2019-08-08,Same Day,TT-21220,Thomas Thornton,Consumer,San Francisco,California,94109.0,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,144.78,1,0.2,10.86,0.08,28.96,0
